population,white%,black%,hispanic%,25/3%,100/20%,fiber%,geoid
268.0,0.9067164179104478,0.03731343283582089,0.033582089552238806,1.0,1.0,0.00910273081924577,37019020307
2024.0,0.932806324110672,0.010375494071146246,0.014822134387351778,1.0,1.0,0.8292102759276879,37019020308
3006.0,0.7368596141051231,0.14105123087159016,0.06553559547571523,1.0,1.0,0.11681329423264901,37019020404
3166.0,0.8553379658875553,0.053063802905874924,0.033796588755527476,0.999725877192982,0.999725877192982,0.0852521929824561,37019020405
2024.0,0.908102766798419,0.0533596837944664,0.018774703557312252,0.998324022346369,0.998324022346369,0.0776536312849162,37019020504
3039.0,0.9022704837117473,0.03060217176702863,0.03487989470220467,0.9933496674833739,0.9933496674833739,0.14140707035351802,37019020508
2566.0,0.8990646921278254,0.01597817614964926,0.03702260327357755,1.0,1.0,0.09123649459783911,37019020511
4698.0,0.6894423158790974,0.17390378884631758,0.08024691358024691,0.926285010772545,0.926285010772545,0.235303170206217,37019020601
5618.0,0.7303310786756853,0.147561409754361,0.060875756496974014,0.820726072607261,0.820726072607261,0.416237623762376,37019020602
3325.0,0.6637593984962405,0.22796992481203007,0.05774436090225564,0.995161778046568,0.995161778046568,0.28485031750831596,37019020603
4585.0,0.690948745910578,0.10730643402399127,0.1267175572519084,1.0,1.0,0.8178368121442131,37021001300
2887.0,0.9210252857637686,0.010045029442327675,0.025632144094215447,0.992360858493998,0.968715896689705,0.461986176791561,37021001700
3917.0,0.6377329588971151,0.20168496298187388,0.10977789124329844,0.997485493230174,0.997485493230174,0.0905222437137331,37019020505
2405.0,0.9002079002079002,0.005405405405405406,0.056133056133056136,1.0,1.0,0.562638991845812,37019020510
1170.0,0.9487179487179487,0.0017094017094017094,0.01623931623931624,1.0,1.0,0.7502008032128521,37019020512
1563.0,0.7767114523352527,0.14459373000639794,0.03262955854126679,1.0,1.0,0.00664893617021277,37021000100
1902.0,0.5646687697160884,0.27812828601472134,0.03995793901156677,1.0,1.0,0.0,37021000200
2183.0,0.7526339899221255,0.15849748053137883,0.0320659642693541,1.0,1.0,0.0,37021000300
5127.0,0.8002730641700799,0.06651062999804955,0.06163448410376438,1.0,1.0,0.9341625562942311,37021001100
4436.0,0.7930568079350766,0.05658250676284941,0.06672678088367899,1.0,1.0,0.382466034350167,37021000400
1972.0,0.8073022312373225,0.07150101419878296,0.053245436105476676,1.0,1.0,0.55716798592788,37021000600
1648.0,0.6814320388349514,0.20145631067961164,0.05461165048543689,1.0,1.0,0.9085020242914981,37021000700
3358.0,0.7954139368671829,0.09023228111971411,0.04913639070875521,1.0,1.0,0.544654758731005,37021000800
3552.0,0.5132319819819819,0.3761261261261261,0.04391891891891892,1.0,1.0,0.646358741853216,37021000900
5381.0,0.7998513287493031,0.038840364244564204,0.08344173945363316,1.0,1.0,0.496138211382114,37021001200
2507.0,0.7383326685281213,0.03988831272437176,0.13562026326286397,1.0,1.0,0.617395029991431,37021001500
3725.0,0.8947651006711409,0.024161073825503355,0.031140939597315436,0.997692899256601,0.997692899256601,0.713663163291464,37021000500
4620.0,0.7504329004329005,0.1038961038961039,0.05757575757575758,1.0,1.0,0.854260621884643,37021001000
3512.0,0.7232346241457859,0.1560364464692483,0.04356492027334852,1.0,1.0,0.103620841919341,37021001801
4671.0,0.8402911582102334,0.046028687647184756,0.04046242774566474,1.0,0.999570723331187,0.0193174500965873,37021001802
3645.0,0.8123456790123457,0.04993141289437586,0.06639231824417009,0.998493068113321,0.998493068113321,0.15792646172393002,37021001900
7131.0,0.6553078109662039,0.19155798625718692,0.07768896367970832,1.0,1.0,0.7099520198111751,37021002000
1469.0,0.9278420694349898,0.008168822328114363,0.02859087814840027,0.991629104958145,0.991629104958145,0.195106245975531,37021002101
5650.0,0.6024778761061947,0.12530973451327435,0.18991150442477875,0.999440402909905,0.999440402909905,0.752471553814587,37021002102
6661.0,0.5276985437621978,0.14157033478456688,0.2537156583095631,0.999023818820773,0.96837172979305,0.28367825068332697,37021002203
9841.0,0.795854079869932,0.04806422111574027,0.06889543745554313,0.9995367689635211,0.9995367689635211,0.6558193398957729,37021002204
6815.0,0.8176082171680117,0.05605282465150403,0.05575935436537051,0.999708199591479,0.999708199591479,0.10329734461628201,37021002205
5053.0,0.8264397387690481,0.049079754601226995,0.050465070255293884,1.0,1.0,0.174531095755183,37021002206
3554.0,0.8511536297129995,0.008722566122678672,0.07822172200337647,0.99798030800303,0.997475385003787,0.0,37021002401
5660.0,0.7803886925795053,0.01519434628975265,0.14293286219081272,0.998644986449865,0.998644986449865,0.0,37021002402
4354.0,0.7903077629765732,0.018833256775378962,0.13298116674322463,1.0,1.0,0.014403292181069999,37021002503
5135.0,0.8677702044790653,0.024342745861733205,0.05063291139240506,0.9992082343626291,0.9992082343626291,0.089667458432304,37021002504
5164.0,0.8437257939581719,0.03388845855925639,0.07629744384198296,0.999603410668253,0.999008526670633,0.556811421772754,37021002505
3961.0,0.7106791214339813,0.055793991416309016,0.14137843978793235,1.0,1.0,0.59307992202729,37021002506
,,,,-1.0,-1.0,-1.0,37019990100
3784.0,0.8850422832980972,0.013477801268498943,0.05047568710359408,0.752938354521468,0.750539697769249,0.0,37021002603
6746.0,0.8723688111473465,0.009338867477023421,0.051586125111176995,0.983640690065437,0.983640690065437,0.0013384889946460399,37021002604
4158.0,0.772005772005772,0.02934102934102934,0.1443001443001443,0.999031945788964,0.999031945788964,0.142061955469506,37021002606
4489.0,0.8026286478057474,0.0282913789262642,0.11205168188906216,1.0,1.0,0.413195226300383,37021002607
4354.0,0.7939825447864033,0.051906293063849335,0.0983004134129536,0.999466382070438,0.999466382070438,0.0,37021002701
4633.0,0.8789121519533779,0.013382257716382474,0.05029138786963091,1.0,1.0,0.0381319622964867,37021002702
4410.0,0.7895691609977324,0.011564625850340135,0.15147392290249434,0.988323419255343,0.988323419255343,0.20775501211720598,37021002803
3876.0,0.9120227038183695,0.008771929824561403,0.031217750257997934,1.0,1.0,0.540386521308226,37021002900
7296.0,0.8045504385964912,0.039473684210526314,0.08552631578947369,0.997974939881028,0.997974939881028,0.23148968485001903,37021003002
1773.0,0.8821206993795826,0.01071630005640158,0.05922165820642978,1.0,0.99307774227902,0.0,37021003201
4846.0,0.8650433347090384,0.028683450268262484,0.04209657449442839,0.993833504624872,0.9673175745118191,0.160739979445015,37021003202
6096.0,0.8371062992125984,0.027066929133858268,0.0703740157480315,0.998936547323644,0.998936547323644,0.13133640552995401,37021003203
5925.0,0.8963713080168776,0.010295358649789029,0.04050632911392405,0.972474144789181,0.9535401750198891,0.012251392203659499,37021003204
5343.0,0.8897623058206999,0.008796556241811717,0.05932996443945349,0.9954479242534601,0.9954479242534601,0.0660961398397669,37021002804
1943.0,0.8667009778692744,0.028821410190427176,0.04477611940298507,0.986782133090246,0.979945305378304,0.115314494074749,37021003103
1705.0,0.9225806451612903,0.004105571847507331,0.021700879765395895,0.8356299212598429,0.402066929133858,0.0,37021003205
4691.0,0.7533574930718397,0.09166489021530591,0.034960562779791086,0.994983948635634,0.994983948635634,0.00862760834670947,37023020301
4048.0,0.8147233201581028,0.0716403162055336,0.060029644268774704,0.9959798994974879,0.972361809045226,0.057788944723618105,37023020100
4377.0,0.7829563628055746,0.0879597898103724,0.055060543751427916,1.0,0.9984631147540981,0.0,37023020202
2969.0,0.6207477265072415,0.10272819131020546,0.21926574604243854,1.0,1.0,0.0609673024523161,37023020500
6363.0,0.5267955366965268,0.09335219236209336,0.3138456702813138,1.0,1.0,0.30187074829932004,37023020600
5219.0,0.7850162866449512,0.05403333972025292,0.06208085840199272,1.0,0.9895334397729291,0.116551357104843,37023020801
3249.0,0.8180978762696214,0.03693444136657433,0.048322560787934746,1.0,0.997522452771756,0.0833075255497058,37023020802
5165.0,0.8340755082284608,0.012391093901258471,0.04143272023233301,1.0,0.98458904109589,0.025,37023021000
5946.0,0.8215607130844265,0.015304406323578877,0.0617221661621258,1.0,0.99858934169279,0.0,37023021100
3564.0,0.8801907968574635,0.01122334455667789,0.04517396184062851,0.9887198321091291,0.9349422875131169,0.115424973767051,37023021201
3902.0,0.8582778062532035,0.00999487442337263,0.045361353152229625,1.0,0.996854639406875,0.0,37023021202
4024.0,0.8928926441351889,0.012922465208747515,0.022365805168986085,0.9658634538152611,0.8801874163319949,0.0,37023021203
5442.0,0.7574421168687983,0.12054391767732452,0.06707092980521867,1.0,1.0,0.275059123158086,37023021301
3389.0,0.8940690469164946,0.008557096488639717,0.02891708468574801,0.9369165487977369,0.841867043847242,0.0364922206506365,37023021302
6238.0,0.8390509778775248,0.04729079833279897,0.0647643475472908,0.9832482659337779,0.973432796754352,0.0484229812851721,37025040600
2976.0,0.4106182795698925,0.3649193548387097,0.16801075268817203,1.0,1.0,0.622668997668998,37025040703
7633.0,0.6842656884580113,0.11437180662911044,0.06196777151840692,1.0,1.0,0.441237113402062,37025041301
6114.0,0.5253516519463526,0.2777232580961727,0.09044815178279358,1.0,1.0,0.48112058465286195,37025041503
3514.0,0.8372225384177575,0.03813318155947638,0.07029026750142288,0.972599164926931,0.9605949895615871,0.227818371607516,37025041602
4259.0,0.8985677389058464,0.031697581591922985,0.023949283869452925,0.934035476718404,0.917775314116777,0.07113821138211379,37025041701
3448.0,0.9254640371229699,0.013631090487238979,0.024361948955916472,0.9198135198135201,0.866200466200466,0.11351981351981401,37025041702
4360.0,0.40756880733944956,0.2121559633027523,0.32247706422018346,1.0,1.0,0.941152431548835,37025041902
4922.0,0.5528240552620886,0.23669240146282,0.1468915075172694,1.0,1.0,0.9626563325700189,37025042300
3684.0,0.739685124864278,0.10803474484256244,0.09391965255157438,1.0,1.0,0.821896162528217,37025042401
5870.0,0.3850085178875639,0.3505962521294719,0.1838160136286201,1.0,1.0,0.9212781149589431,37025042402
4740.0,0.7244725738396625,0.09683544303797469,0.09957805907172995,1.0,1.0,0.7125,37025042501
5925.0,0.580928270042194,0.19966244725738397,0.12219409282700422,1.0,1.0,0.915659904262594,37025042503
5626.0,0.7378243867756843,0.12282260931389975,0.067543547813722,1.0,1.0,0.764201132658315,37025042601
4789.0,0.4220087700981416,0.20484443516391732,0.29880977239507206,0.998465921542845,0.998465921542845,0.606837606837607,37025042602
9240.0,0.6297619047619047,0.19826839826839826,0.09437229437229437,1.0,1.0,0.574187357562672,37025042603
5261.0,0.6778179053411899,0.14369891655578787,0.06937844516251664,1.0,1.0,0.485582665074219,37025042604
5208.0,0.7640168970814132,0.10714285714285714,0.08390937019969279,1.0,0.999466571834993,0.27649359886202,37027030200
4792.0,0.8493322203672788,0.0496661101836394,0.046953255425709516,1.0,0.9980141218005301,0.66504854368932,37027030500
4277.0,0.900631283610007,0.020575169511339725,0.029459901800327332,1.0,0.9627733829688231,0.199860400186133,37027031100
4300.0,0.9251162790697675,0.007209302325581395,0.020465116279069766,0.975465313028765,0.894035532994924,0.0539340101522843,37027031201
4327.0,0.8969262768661891,0.012017564132193206,0.0513057545643633,1.0,0.963880054520672,0.0,37027031202
5112.0,0.565923317683881,0.10602503912363068,0.2535211267605634,1.0,0.999606454151909,0.228256591892956,37023021400
1823.0,0.6653867251782776,0.12945693911135492,0.1503017004936917,1.0,1.0,0.0786622703721149,37025040701
4136.0,0.5290135396518375,0.2495164410058027,0.1675531914893617,1.0,1.0,0.959591918383677,37025040800
5698.0,0.5366795366795367,0.21726921726921727,0.18357318357318358,1.0,1.0,0.8649545772187279,37025042000
2157.0,0.631432545201669,0.20074177097821047,0.10941121928604543,1.0,1.0,0.88383181621153,37025040900
7370.0,0.6245590230664858,0.17421981004070555,0.13622795115332428,1.0,1.0,0.95309925212321,37025041100
3504.0,0.14554794520547945,0.5356735159817352,0.2759703196347032,1.0,1.0,0.9934934934934939,37025042101
2728.0,0.5348240469208211,0.2313049853372434,0.1532258064516129,1.0,1.0,0.968181818181818,37025042502
2076.0,0.2630057803468208,0.2418111753371869,0.46917148362235067,1.0,1.0,0.905025868440503,37025041901
3709.0,0.5513615529792397,0.21946616338635752,0.16500404421677,1.0,1.0,0.8644670050761419,37025042102
1500.0,0.8093333333333333,0.078,0.059333333333333335,1.0,1.0,0.984092155787164,37025042504
5614.0,0.5486284289276808,0.2100106875667973,0.17563234770217315,1.0,1.0,0.852525252525253,37027030100
3798.0,0.7037914691943128,0.16587677725118483,0.07530279094260137,1.0,0.996676952290529,0.11393306432470901,37027030300
4547.0,0.7809544754783374,0.06927644600835715,0.09918627666593358,1.0,0.9932002632156179,0.378372450098706,37027030400
4438.0,0.8681838666065795,0.013068949977467327,0.0761604326273096,1.0,1.0,0.267840152235966,37027030600
6690.0,0.9050822122571002,0.015246636771300448,0.03766816143497758,1.0,0.9981562898879589,0.17614522762728702,37027030700
4686.0,0.9152795561246265,0.01579172001707213,0.02390098164746052,0.981113120353627,0.893911995177818,0.121760096443641,37027030900
2804.0,0.9229671897289586,0.006776034236804565,0.023894436519258204,0.940361057382334,0.7682140554480981,0.0983236621534494,37027031000
3191.0,0.8806016922594798,0.008461297398934503,0.044813538075838294,1.0,0.991912908242613,0.0,37027031401
3519.0,0.8573458368854788,0.025859619210002842,0.05996021597044615,1.0,0.989725076367676,0.00194390447098028,37027031402
2337.0,0.8001711596063329,0.036799315361574665,0.11339323919554985,1.0,0.997119341563786,0.0,37027031403
5754.0,0.7829336114007647,0.10948905109489052,0.03614876607577337,0.956447480785653,0.952177625960717,0.00273270708795901,37029950101
4601.0,0.8030862855900891,0.09106715931319279,0.028689415344490328,0.9088188347964881,0.891660015961692,0.0,37029950102
863.0,0.9351100811123986,0.009269988412514484,0.030127462340672075,0.96998420221169,0.96998420221169,0.0,37031970101
2293.0,0.9184474487570868,0.021805494984736152,0.016572176188399478,0.9715622750179981,0.9715622750179981,0.029157667386609097,37031970102
2689.0,0.9468203793231684,0.002231312755671253,0.01338787653402752,1.0,1.0,0.0,37031970103
1127.0,0.9671694764862466,0.0044365572315882874,0.007985803016858917,1.0,1.0,0.0,37031970200
4689.0,0.7784175730432928,0.1345702708466624,0.030283642567711665,1.0,1.0,0.14225941422594102,37031970301
2247.0,0.8655985758789497,0.06764574988874054,0.019581664441477527,1.0,1.0,0.0994451557831839,37031970304
1834.0,0.727917121046892,0.06761177753544166,0.13304252998909488,1.0,1.0,0.19759341355288199,37031970401
1412.0,0.6749291784702549,0.19971671388101983,0.051699716713881017,1.0,1.0,0.127195639006663,37031970402
2619.0,0.7502863688430699,0.08514700267277586,0.09278350515463918,1.0,1.0,0.0015497869043006602,37031970501
2083.0,0.8895823331733077,0.031204992798847815,0.03744599135861738,1.0,1.0,0.0,37031970502
2074.0,0.8158148505303761,0.07569913211186113,0.04773384763741562,1.0,1.0,0.0101860053144376,37031970503
1139.0,0.887620719929763,0.018437225636523266,0.05443371378402107,1.0,1.0,0.0,37031970601
1159.0,0.907679033649698,0.0025884383088869713,0.024158757549611734,1.0,1.0,0.0,37031970602
1127.0,0.8225377107364685,0.03460514640638864,0.06033717834960071,1.0,1.0,0.0,37031970701
3708.0,0.8276699029126213,0.040722761596548,0.05744336569579288,1.0,1.0,0.0689084895259096,37031970702
2244.0,0.8792335115864528,0.015597147950089126,0.0338680926916221,0.994669946699467,0.994669946699467,0.0,37031970704
3979.0,0.8816285498869063,0.03443076149786378,0.03669263634078914,1.0,1.0,0.0391425908667288,37031970804
1698.0,0.8486454652532391,0.025323910482921083,0.04534746760895171,1.0,1.0,0.0,37031970805
1092.0,0.9304029304029304,0.0027472527472527475,0.026556776556776556,1.0,1.0,0.0,37031970903
1079.0,0.9221501390176089,0.019462465245597776,0.014828544949026877,1.0,1.0,0.00152091254752852,37031970403
5068.0,0.7567087608524072,0.09273875295974743,0.058602999210734016,1.0,1.0,0.0,37031970703
3005.0,0.8958402662229618,0.019966722129783693,0.032612312811980036,1.0,1.0,0.0,37031970801
2053.0,0.7759376522162689,0.034096444227959086,0.1358986848514369,1.0,1.0,0.164130434782609,37031970504
1568.0,0.7378826530612245,0.05357142857142857,0.16645408163265307,1.0,1.0,0.543608124253286,37031970603
2297.0,0.5045711797997388,0.43752720940356987,0.025685676969960818,0.8188196450680969,0.702434997936442,0.0,37033930100
5517.0,0.4660141381185427,0.45640746782671743,0.03643284393692224,0.7941232227488151,0.673933649289099,0.0,37033930200
3787.0,0.7319778188539742,0.16794296276736204,0.052284129918141006,0.7457671268559519,0.65589997395155,0.0,37033930300
2563.0,0.6269996098322279,0.30003901677721423,0.04291845493562232,0.201231242785687,0.201231242785687,0.06040784917275879,37033930400
3675.0,0.6854421768707483,0.21523809523809523,0.0617687074829932,0.266167824692678,0.266167824692678,0.0,37033930500
4897.0,0.6959362875229732,0.2215642229936696,0.04227077802736369,0.505501481168007,0.29305966991112997,0.0019043588658485,37033930600
4760.0,0.6884453781512605,0.03760504201680672,0.12142857142857143,1.0,0.9983693436608231,0.121280065226254,37035010201
6170.0,0.8069692058346839,0.03192868719611021,0.05121555915721232,0.9990811638591119,0.988361408882083,0.0,37035010101
4318.0,0.8175081056044465,0.04840203798054655,0.0555812876331635,1.0,0.9943369513921659,0.0,37035010102
5913.0,0.8124471503466937,0.046169457128361235,0.06308134618636901,1.0,0.991939817302526,0.146157979580871,37035010302
5055.0,0.7491592482690406,0.019584569732937686,0.15173095944609297,1.0,0.991932230738201,0.0,37035010301
4248.0,0.6499529190207156,0.032015065913371,0.22339924670433145,1.0,1.0,0.0,37035010303
4424.0,0.46270343580470163,0.0951627486437613,0.33499095840867993,1.0,0.9966725820763089,0.0,37035010304
5078.0,0.601220953131154,0.15281606931862937,0.1679795194958645,1.0,1.0,0.0,37035010402
,,,,-1.0,-1.0,-1.0,37031980100
,,,,-1.0,-1.0,-1.0,37031990100
,,,,-1.0,-1.0,-1.0,37031990200
3514.0,0.8414911781445646,0.02731929425156517,0.05406943653955606,1.0,1.0,0.0,37035010502
6650.0,0.687218045112782,0.12135338345864662,0.10676691729323308,1.0,1.0,0.0,37035010600
2651.0,0.5529988683515654,0.14183327046397587,0.1946435307431158,1.0,1.0,0.0,37035010700
3607.0,0.2750207929026892,0.4785140005544774,0.15802606043803716,1.0,1.0,0.0,37035010900
2414.0,0.4270919635459818,0.1859983429991715,0.3007456503728252,1.0,0.9964501242456509,0.0,37035011000
3597.0,0.6953016402557687,0.09202112871837642,0.0936891854323047,1.0,0.997005172883202,0.0,37035011101
7367.0,0.724446857608253,0.06895615583005293,0.07886520971901724,0.999717593900028,0.997175939000282,0.0,37035011102
5949.0,0.6449823499747857,0.11094301563287948,0.17028071944864684,1.0,1.0,0.020394949821948897,37035011200
7488.0,0.5974893162393162,0.11738782051282051,0.16479700854700854,1.0,1.0,0.0,37035011300
5146.0,0.8515351729498639,0.05149630781189273,0.04255732607850758,0.993643226062773,0.9356376638855779,0.0472785061581248,37035011501
